RED_IZO;pocet studentu;skolni rok;pocet pc;pocet notebooku;wifi;pocet uceben
600077446;430;2024/25;43;64;1;25
600021530;20;2024/25;0;1;1;5
600036138;453;2024/25;20;4;1;31
600036243;201;2024/25;0;0;1;8
650028899;64;2024/25;0;22;1;4
600077462;353;2024/25;69;69;1;21
600036201;635;2024/25;34;186;1;30
600089614;23;2024/25;0;1;1;1
600088600;490;2024/25;62;65;1;32
600064573;268;2024/25;39;70;1;16
600036685;98;2024/25;1;2;1;5
600111512;66;2024/25;0;0;1;3
600146855;116;2024/25;1;59;1;18
600036782;111;2024/25;0;0;1;4
600124371;349;2024/25;55;40;1;24
600053784;155;2024/25;0;6;1;6
600036898;112;2024/25;2;8;1;4
600113418;100;2024/25;0;0;1;4
600170128;722;2024/25;80;100;1;37
600092275;36;2024/25;0;30;1;3
600134083;317;2024/25;16;147;1;22
600011551;418;2024/25;99;8;1;21
600110648;76;2024/25;2;46;1;5
600106098;51;2024/25;4;21;1;4
600092461;263;2024/25;24;59;1;15
600111181;348;2024/25;0;71;1;28
600105971;173;2024/25;0;44;1;10
650060954;390;2024/25;20;79;1;22
600143198;255;2024/25;36;3;1;17
691002223;100;2024/25;0;49;1;19
600013758;317;2024/25;40;45;1;21
691006440;20;2024/25;0;10;1;1
600086356;75;2024/25;0;1;1;3
650062728;70;2024/25;0;37;1;6
691009996;49;2024/25;0;18;1;4
600060861;42;2024/25;2;0;1;2
600000311;191;2024/25;0;0;1;15
600090604;305;2024/25;10;46;1;18
600007821;584;2024/25;230;89;1;49
600057658;46;2024/25;3;6;1;3
600072517;22;2024/25;0;0;0;1
600106837;72;2024/25;0;5;1;3
600067629;336;2024/25;42;213;1;31
600067700;86;2024/25;9;35;1;13
600132021;285;2024/25;59;31;1;24
600061931;111;2024/25;0;3;1;5
600170233;548;2024/25;72;91;1;26
668000341;102;2024/25;0;3;1;5
600146847;182;2024/25;44;37;1;20
669000116;99;2024/25;0;11;1;4
600004945;371;2024/25;90;94;1;49
650038631;85;2024/25;9;31;1;7
600077217;124;2024/25;8;32;1;14
691001944;51;2024/25;0;2;1;2
610451049;619;2024/25;137;38;1;44
600170195;663;2024/25;117;78;1;62
691008710;79;2024/25;2;3;1;4
668000911;27;2024/25;0;4;1;2
600067645;201;2024/25;24;55;1;14
600063038;369;2024/25;23;80;1;24
600072894;23;2024/25;0;21;1;2
600106721;78;2024/25;0;12;1;4
600096068;565;2024/25;24;75;1;35
600067661;453;2024/25;51;130;1;39
600092160;527;2024/25;28;123;1;27
600000231;20;2024/25;3;6;1;4
600024733;111;2024/25;29;9;1;17
665101864;93;2024/25;0;3;0;4
600146642;143;2024/25;16;36;1;9
665101830;45;2024/25;0;0;1;2
600113922;103;2024/25;4;17;1;7
600027368;11;2024/25;9;4;1;4
600037665;62;2024/25;0;7;1;3
600044131;32;2024/25;0;14;1;4
665101724;73;2024/25;0;0;1;3
665000332;567;2024/25;0;15;1;26
600110818;124;2024/25;0;25;1;7
600062236;57;2024/25;0;3;1;3
665000090;19;2024/25;0;3;1;1
600076377;495;2024/25;74;227;1;50
600024032;327;2024/25;34;63;1;41
600107388;71;2024/25;0;3;1;3
651009227;282;2024/25;79;10;1;19
600111016;363;2024/25;24;23;1;19
600073092;92;2024/25;24;34;1;6
600040755;131;2024/25;0;5;1;6
600067718;49;2024/25;0;20;1;6
600077543;238;2024/25;26;44;1;14
600027686;10;2024/25;7;8;1;2
600070051;70;2024/25;0;0;1;3
600067441;383;2024/25;0;115;1;22
691000662;448;2024/25;157;27;1;35
600067416;583;2024/25;23;137;1;37
600023729;16;2024/25;10;11;1;6
600106926;224;2024/25;9;0;1;9
650023501;67;2024/25;12;12;1;8
600170284;200;2024/25;40;47;1;13
600026761;65;2024/25;10;44;1;13
600061876;24;2024/25;0;0;1;2
600043746;20;2024/25;0;0;1;1
600131513;105;2024/25;0;4;1;6
691016640;163;2024/25;26;0;1;9
600146022;68;2024/25;0;0;1;3
651040621;387;2024/25;17;32;1;24
600061922;87;2024/25;0;0;1;10
600070123;139;2024/25;0;0;1;5
600026051;40;2024/25;14;26;1;11
600138470;331;2024/25;70;47;1;33
691008621;11;2024/25;0;0;0;1
600115534;280;2024/25;26;26;1;19
600107299;17;2024/25;0;1;1;1
600067424;294;2024/25;27;128;1;25
651038197;9;2024/25;0;1;1;2
600107426;38;2024/25;0;1;1;2
665101872;46;2024/25;0;1;1;2
600059600;187;2024/25;0;20;1;9
650016718;150;2024/25;12;15;1;8
691002843;72;2024/25;3;21;1;5
600049019;135;2024/25;11;25;1;7
600009831;696;2024/25;171;77;1;60
650022319;38;2024/25;4;17;1;3
600121712;395;2024/25;72;35;1;39
600148548;15;2024/25;1;0;1;1
691014108;71;2024/25;0;25;1;6
600096157;689;2024/25;60;145;1;40
650028147;78;2024/25;4;16;1;5
600064387;27;2024/25;0;1;1;3
600072801;69;2024/25;0;0;1;3
600067238;264;2024/25;21;52;1;27
600001199;120;2024/25;30;29;1;9
600008371;620;2024/25;175;40;1;18
650039483;112;2024/25;2;42;1;7
600067301;415;2024/25;16;125;1;26
600067319;40;2024/25;1;23;1;2
600009637;583;2024/25;83;47;1;42
600170276;510;2024/25;138;35;1;37
600067378;32;2024/25;0;19;1;4
600107647;71;2024/25;0;5;1;4
600124398;314;2024/25;38;36;1;27
600104028;120;2024/25;0;0;1;7
600013367;239;2024/25;16;18;1;15
691004404;22;2024/25;0;1;1;1
600041981;227;2024/25;56;30;1;23
600144691;387;2024/25;56;80;1;22
600019560;463;2024/25;30;10;1;25
600071618;105;2024/25;0;8;1;4
600148572;33;2024/25;9;21;1;3
600140474;41;2024/25;6;4;1;3
600069273;91;2024/25;0;0;1;4
600071502;333;2024/25;25;64;1;18
600043827;42;2024/25;0;0;1;2
600082881;518;2024/25;63;102;1;28
600025985;37;2024/25;8;8;1;9
600052737;178;2024/25;0;8;1;12
600010996;181;2024/25;23;15;1;12
600140652;163;2024/25;21;41;1;14
691005401;41;2024/25;0;1;1;2
600115917;254;2024/25;27;67;1;13
600065529;514;2024/25;133;112;1;34
600056511;40;2024/25;0;0;1;2
600026787;71;2024/25;12;20;1;9
691002053;79;2024/25;0;12;1;8
691010951;91;2024/25;0;17;1;5
650052081;216;2024/25;34;59;1;22
600126056;38;2024/25;0;1;1;2
600056473;93;2024/25;0;4;1;4
600042855;20;2024/25;0;1;1;1
600107272;48;2024/25;0;12;1;2
600009491;1376;2024/25;450;160;1;93
600116131;58;2024/25;15;15;1;7
600057330;24;2024/25;0;2;0;1
650015479;537;2024/25;36;90;1;30
600147967;41;2024/25;10;2;1;3
600089991;30;2024/25;0;0;1;2
600127907;32;2024/25;16;3;1;4
650029623;104;2024/25;0;12;1;7
600063259;87;2024/25;0;0;1;5
650059743;76;2024/25;0;40;1;6
650062531;31;2024/25;9;12;1;5
600096319;693;2024/25;45;80;1;32
600043801;30;2024/25;0;0;1;2
662000111;484;2024/25;0;40;1;24
600114287;255;2024/25;57;41;1;21
600045277;69;2024/25;11;23;1;5
600019543;494;2024/25;97;55;1;24
600006506;660;2024/25;43;5;1;18
600019551;405;2024/25;16;41;1;18
691009911;20;2024/25;0;10;1;1
600118258;53;2024/25;1;6;1;3
600012450;181;2024/25;25;9;1;9
600001393;191;2024/25;23;40;1;12
691008469;28;2024/25;0;0;1;1
600017460;339;2024/25;153;8;1;23
691010293;149;2024/25;0;50;1;12
691017093;17;2024/25;0;0;0;1
691015830;18;2024/25;0;0;1;1
691006903;95;2024/25;0;34;1;9
600024687;100;2024/25;44;8;1;16
600007782;323;2024/25;35;0;1;18
691004153;22;2024/25;0;0;1;2
691009228;50;2024/25;0;26;1;7
600107400;147;2024/25;0;0;1;6
600118568;213;2024/25;39;10;1;18
691012822;22;2024/25;0;0;1;1
600024903;46;2024/25;13;0;1;7
600068650;640;2024/25;0;90;1;33
600022935;107;2024/25;22;71;1;18
600118703;62;2024/25;15;17;1;5
600100570;592;2024/25;65;87;1;45
600057135;197;2024/25;0;8;1;8
600025047;351;2024/25;69;29;1;72
691005702;52;2024/25;0;0;1;5
600123090;659;2024/25;0;0;1;30
600045714;19;2024/25;0;1;1;1
600045731;360;2024/25;0;24;1;16
600045757;33;2024/25;0;0;1;2
600045994;91;2024/25;0;6;1;4
600046222;53;2024/25;0;38;1;3
600045935;39;2024/25;0;0;1;2
600046133;20;2024/25;0;1;0;1
600046249;78;2024/25;10;3;1;5
600046273;45;2024/25;1;20;1;3
600046257;39;2024/25;9;15;1;3
600046354;373;2024/25;39;52;1;24
600059359;54;2024/25;9;34;1;4
600050629;843;2024/25;90;160;1;39
600150020;148;2024/25;16;25;1;19
691007632;51;2024/25;1;6;1;4
650033841;60;2024/25;0;16;1;4
600046451;350;2024/25;56;59;1;27
600046486;175;2024/25;16;25;1;12
600046541;212;2024/25;22;25;1;15
650058135;599;2024/25;59;118;1;31
600118142;25;2024/25;0;0;1;2
691005575;47;2024/25;0;0;1;2
600082741;184;2024/25;74;97;1;18
600146685;50;2024/25;9;21;1;4
600117138;437;2024/25;90;68;1;33
650014189;57;2024/25;6;13;1;5
600011305;516;2024/25;1;171;1;21
600146448;717;2024/25;30;50;1;35
600139786;132;2024/25;0;3;1;6
650024117;567;2024/25;49;102;1;40
600093387;46;2024/25;0;21;1;7
600083039;459;2024/25;5;87;1;30
600043797;104;2024/25;0;24;1;4
600140067;28;2024/25;1;0;1;1
600133656;206;2024/25;3;88;1;21
691012148;138;2024/25;0;54;1;12
691001847;91;2024/25;8;29;1;6
600022234;125;2024/25;12;38;1;29
600000435;40;2024/25;0;0;1;2
600140091;492;2024/25;54;96;1;36
600047385;728;2024/25;81;71;1;54
600047440;109;2024/25;9;35;1;5
600074927;460;2024/25;30;91;1;43
691004358;108;2024/25;15;30;1;13
600117561;133;2024/25;1;0;1;6
600117952;31;2024/25;0;0;1;2
600171141;588;2024/25;60;43;1;40
691006326;25;2024/25;20;24;1;3
691013314;46;2024/25;0;27;1;3
691009538;98;2024/25;0;48;1;9
600067220;96;2024/25;0;40;1;7
691016861;66;2024/25;0;21;1;9
600043703;36;2024/25;0;0;1;2
600067211;436;2024/25;30;170;1;27
600067254;36;2024/25;0;0;1;2
600030687;28;2024/25;8;3;0;6
600079538;106;2024/25;0;5;1;7
600079929;521;2024/25;80;134;1;28
600047318;159;2024/25;0;0;1;7
600020738;114;2024/25;35;0;1;35
600024911;111;2024/25;20;33;1;17
600150038;284;2024/25;36;17;1;27
600017907;492;2024/25;58;215;1;44
610150278;25;2024/25;0;0;1;1
600139565;19;2024/25;0;2;1;1
600024962;158;2024/25;54;43;1;19
600011488;259;2024/25;24;36;1;12
600025098;70;2024/25;13;52;1;20
600053938;92;2024/25;0;0;0;4
600116603;230;2024/25;0;0;1;11
691007268;3;2024/25;0;0;1;1
600133940;96;2024/25;17;38;1;8
600133753;624;2024/25;158;84;1;53
600143350;63;2024/25;16;15;1;8
600085708;50;2024/25;1;16;1;5
600054721;166;2024/25;9;34;1;8
600035531;97;2024/25;1;25;1;5
600112896;187;2024/25;0;8;1;8
600047652;516;2024/25;0;156;1;24
600043649;40;2024/25;1;1;1;2
691016828;85;2024/25;0;15;1;8
691004668;72;2024/25;0;10;1;9
600106420;121;2024/25;14;35;1;7
600047521;59;2024/25;0;25;1;4
600015718;356;2024/25;26;70;1;30
600066762;42;2024/25;0;4;1;2
600066959;22;2024/25;0;4;1;1
600067009;23;2024/25;0;2;1;1
600043665;35;2024/25;0;0;1;2
600067076;15;2024/25;0;0;1;1
600067157;92;2024/25;0;0;1;5
600069231;102;2024/25;0;15;1;5
650031172;293;2024/25;105;77;1;28
600067165;98;2024/25;0;0;1;4
600073947;59;2024/25;7;7;1;5
600103803;96;2024/25;4;4;1;4
600133036;23;2024/25;0;1;1;1
691012008;48;2024/25;10;16;1;5
691000107;442;2024/25;142;43;1;50
600109593;34;2024/25;2;0;1;2
600070239;160;2024/25;1;32;1;7
600043673;110;2024/25;0;2;1;5
600040224;113;2024/25;0;0;1;5
691008426;162;2024/25;2;29;1;17
600011631;331;2024/25;88;20;1;19
600020401;428;2024/25;105;36;1;31
600095738;46;2024/25;0;0;1;2
691005893;23;2024/25;0;0;1;4
600063658;94;2024/25;0;4;1;4
600114244;394;2024/25;53;25;1;25
600061469;465;2024/25;59;83;1;24
674000242;324;2024/25;0;12;1;15
600110796;143;2024/25;0;35;1;9
691007659;144;2024/25;0;77;1;11
600099237;276;2024/25;48;41;1;21
600098893;119;2024/25;0;9;1;6
600132919;139;2024/25;0;6;1;6
691012687;28;2024/25;0;0;1;2
600100316;53;2024/25;7;22;1;7
691004943;15;2024/25;0;0;1;2
600107809;75;2024/25;0;0;1;5
600118720;475;2024/25;25;190;1;33
600049230;773;2024/25;47;52;1;37
662000145;282;2024/25;0;0;1;12
691014388;15;2024/25;0;1;1;1
600001512;90;2024/25;10;20;1;6
691002991;278;2024/25;39;90;1;25
600010929;359;2024/25;60;35;1;21
600014291;339;2024/25;96;35;1;34
691018286;16;2024/25;0;0;0;1
600083012;636;2024/25;93;186;1;35
650041895;99;2024/25;0;25;1;7
691014485;24;2024/25;0;0;1;1
691010005;83;2024/25;0;0;1;4
600072347;89;2024/25;0;2;1;4
600170764;683;2024/25;149;126;1;34
600139069;100;2024/25;0;5;1;5
600044017;147;2024/25;2;15;1;6
600088863;333;2024/25;24;60;1;24
651031567;54;2024/25;2;9;1;3
600073734;26;2024/25;0;0;1;1
600114546;150;2024/25;16;35;1;11
600136531;501;2024/25;100;62;1;39
600108368;378;2024/25;38;42;1;28
600150518;718;2024/25;84;109;1;50
600011623;223;2024/25;93;66;1;12
600059171;416;2024/25;59;71;1;29
600136680;620;2024/25;30;70;1;54
600069036;168;2024/25;0;0;1;7
600058760;79;2024/25;0;5;1;5
600076679;403;2024/25;10;44;1;19
600072339;65;2024/25;0;10;1;3
600043932;68;2024/25;0;2;1;3
600081371;114;2024/25;0;51;1;7
600011658;552;2024/25;186;54;1;39
600061485;514;2024/25;22;49;1;30
600011747;342;2024/25;70;0;1;22
600108244;802;2024/25;50;117;1;45
600150577;192;2024/25;25;33;1;19
600026205;65;2024/25;0;2;1;3
600048497;167;2024/25;0;7;1;7
600025969;38;2024/25;4;0;1;1
600048632;26;2024/25;0;10;1;1
650038754;175;2024/25;30;33;1;11
600048993;96;2024/25;15;4;0;7
691011290;28;2024/25;0;9;1;1
600089789;21;2024/25;0;2;1;2
600113515;67;2024/25;0;5;1;3
600077535;325;2024/25;35;105;1;24
600106977;62;2024/25;0;21;1;3
600043657;136;2024/25;0;0;1;6
600045790;63;2024/25;0;3;1;3
600045897;57;2024/25;0;3;1;3
600045803;24;2024/25;0;0;1;1
600045901;23;2024/25;1;1;1;2
600045927;28;2024/25;0;0;1;1
600045951;120;2024/25;0;0;1;5
600118738;64;2024/25;0;15;1;5
600046087;40;2024/25;0;1;1;2
600060845;34;2024/25;0;0;1;2
600046265;63;2024/25;2;15;1;4
600046524;21;2024/25;0;2;0;2
662000391;95;2024/25;0;0;1;4
691014345;22;2024/25;0;2;1;1
600071774;108;2024/25;1;0;1;5
600138763;69;2024/25;2;1;1;3
600011445;692;2024/25;224;40;1;54
600150607;314;2024/25;34;54;1;27
650069021;735;2024/25;149;50;1;40
600110427;126;2024/25;0;6;0;6
600025446;126;2024/25;14;42;1;22
600136388;341;2024/25;23;57;1;29
600047644;752;2024/25;0;155;1;37
691004447;76;2024/25;0;10;1;4
600023796;405;2024/25;40;151;1;41
600044378;194;2024/25;24;44;1;12
600117286;528;2024/25;55;173;1;36
600047172;69;2024/25;0;0;1;3
600111130;735;2024/25;55;69;1;48
600102050;288;2024/25;24;87;1;23
600123197;155;2024/25;4;11;1;7
600077306;40;2024/25;11;25;1;6
691018341;9;2024/25;0;0;1;3
600044394;174;2024/25;20;40;1;13
600001741;256;2024/25;8;76;1;21
600104826;95;2024/25;11;33;1;8
600020282;279;2024/25;64;18;1;19
650049870;43;2024/25;11;46;1;6
600065634;51;2024/25;9;20;1;6
600040445;910;2024/25;60;101;1;57
600107353;40;2024/25;0;0;1;2
600099326;25;2024/25;1;5;1;4
600072029;413;2024/25;27;70;1;25
600044190;205;2024/25;0;20;1;11
600048985;112;2024/25;16;30;1;6
600107345;44;2024/25;0;0;1;2
650011635;98;2024/25;10;14;1;7
600146456;162;2024/25;46;100;1;15
600149196;173;2024/25;2;2;1;7
600161463;310;2024/25;42;19;1;19
600043011;58;2024/25;0;118;1;5
600108449;418;2024/25;23;31;1;26
600043045;273;2024/25;18;20;1;17
600013405;874;2024/25;70;20;1;40
600127214;82;2024/25;3;21;1;5
600044106;112;2024/25;0;12;1;7
600043061;297;2024/25;8;68;1;16
600059782;200;2024/25;0;20;1;10
600051561;472;2024/25;0;70;1;23
600001059;70;2024/25;0;0;1;4
600108350;449;2024/25;25;97;1;23
600013286;179;2024/25;37;1;1;14
600042553;67;2024/25;0;0;1;3
600090001;43;2024/25;0;2;1;2
600043088;242;2024/25;16;58;1;14
600148483;225;2024/25;50;60;1;22
600079899;451;2024/25;63;112;1;32
600108295;734;2024/25;65;10;1;33
600126013;214;2024/25;12;56;1;14
600134261;310;2024/25;30;110;1;22
600146553;252;2024/25;24;76;1;20
600134270;388;2024/25;81;62;1;33
600146324;17;2024/25;0;0;1;2
650053311;46;2024/25;9;14;1;5
672103567;16;2024/25;0;1;1;1
600042448;45;2024/25;0;9;1;3
600134288;218;2024/25;55;59;1;20
600134334;426;2024/25;50;125;1;29
600134369;646;2024/25;17;155;1;42
674000358;206;2024/25;0;0;1;9
600069460;95;2024/25;0;0;1;7
674000315;155;2024/25;2;10;1;7
600134377;541;2024/25;65;62;1;42
600098745;39;2024/25;0;2;1;2
600134407;341;2024/25;26;43;1;20
600042944;57;2024/25;1;18;1;5
600134610;133;2024/25;20;39;1;9
600134644;194;2024/25;15;54;1;14
650049047;156;2024/25;0;27;1;8
600134661;135;2024/25;17;41;1;14
650019962;367;2024/25;62;54;1;32
674000285;193;2024/25;2;11;1;10
600133320;88;2024/25;0;4;1;4
600064824;314;2024/25;16;34;1;18
600122026;120;2024/25;0;69;1;7
600020061;409;2024/25;35;53;1;22
600011020;200;2024/25;26;30;1;12
600133541;28;2024/25;0;2;1;2
600133338;30;2024/25;0;2;1;3
600011348;1154;2024/25;254;189;1;103
600081419;386;2024/25;28;174;1;29
600133630;675;2024/25;0;90;1;52
600008193;1657;2024/25;333;105;1;74
600090817;21;2024/25;26;10;1;4
600133851;503;2024/25;55;55;1;35
600016340;238;2024/25;111;10;1;14
600107621;103;2024/25;0;0;1;5
600024695;73;2024/25;1;62;1;13
600134059;216;2024/25;13;5;1;19
600065588;32;2024/25;6;9;1;3
600129713;22;2024/25;0;1;1;1
600148297;75;2024/25;8;32;1;12
600170691;708;2024/25;128;65;1;53
600107892;77;2024/25;1;3;1;4
600134148;112;2024/25;16;26;1;10
600134199;102;2024/25;16;28;1;11
691004960;200;2024/25;94;80;1;19
600068854;675;2024/25;54;252;1;33
600042537;22;2024/25;0;2;1;1
600045129;103;2024/25;0;0;1;4
600040518;193;2024/25;0;50;1;15
662104471;148;2024/25;0;2;1;7
600017648;692;2024/25;118;206;1;40
691005222;48;2024/25;0;8;1;4
613800800;65;2024/25;0;0;1;3
600052320;57;2024/25;9;9;1;3
650050444;76;2024/25;0;22;1;9
600019683;353;2024/25;19;19;1;19
600052087;112;2024/25;3;43;1;7
600064140;105;2024/25;0;30;1;5
600108635;545;2024/25;90;106;1;28
600051692;106;2024/25;0;5;1;5
600124045;189;2024/25;22;8;1;15
600051587;58;2024/25;0;5;1;3
691007870;12;2024/25;0;1;1;2
600100782;382;2024/25;100;20;1;21
600051552;50;2024/25;0;0;1;3
600107094;64;2024/25;0;0;0;3
691004285;35;2024/25;0;1;1;3
600081788;204;2024/25;26;26;1;14
650030796;42;2024/25;1;10;1;3
600023575;40;2024/25;8;6;1;10
691017921;14;2024/25;0;10;1;1
691003289;96;2024/25;0;0;1;4
600061299;119;2024/25;11;5;1;7
691000859;48;2024/25;2;0;1;2
610400533;18;2024/25;8;18;1;4
600047636;515;2024/25;40;130;1;32
600090329;63;2024/25;0;24;1;5
600090647;531;2024/25;31;87;1;25
600100685;303;2024/25;1;65;1;17
650049811;41;2024/25;0;2;1;2
600010953;297;2024/25;41;43;0;25
600108228;591;2024/25;31;184;1;39
600019594;338;2024/25;59;30;1;14
691015155;32;2024/25;0;0;0;2
600022331;103;2024/25;37;43;1;26
600022269;57;2024/25;0;0;1;5
600030083;87;2024/25;0;0;1;5
691014451;16;2024/25;0;0;0;2
600017711;181;2024/25;82;173;1;13
600022617;32;2024/25;7;16;1;8
600071855;313;2024/25;22;37;1;30
650034244;64;2024/25;14;7;1;6
600086640;225;2024/25;50;35;1;19
600050840;481;2024/25;37;158;1;27
600050751;14;2024/25;0;11;1;3
600050661;55;2024/25;6;45;1;3
600048888;22;2024/25;0;0;1;1
600050637;197;2024/25;37;39;1;17
691018162;32;2024/25;4;0;1;3
600095509;85;2024/25;0;0;1;4
600065782;88;2024/25;0;6;1;4
600014061;241;2024/25;20;28;1;17
691011419;24;2024/25;3;0;1;1
600135942;518;2024/25;72;102;1;41
691008698;99;2024/25;16;93;1;10
600008649;307;2024/25;80;66;1;23
600050041;50;2024/25;0;10;1;2
600149633;214;2024/25;28;36;1;25
600054764;46;2024/25;11;29;1;4
600041891;57;2024/25;13;8;1;5
600100472;96;2024/25;15;30;1;9
650047184;171;2024/25;25;40;1;13
600121828;69;2024/25;20;18;1;6
600059626;22;2024/25;0;0;1;1
600121721;483;2024/25;67;22;1;29
600148467;561;2024/25;30;126;1;45
600020011;346;2024/25;62;55;1;17
600023711;86;2024/25;17;98;1;23
600008681;371;2024/25;95;48;1;25
691008485;21;2024/25;0;0;1;1
600022226;136;2024/25;37;59;1;19
651027888;183;2024/25;0;48;1;8
600056601;260;2024/25;1;2;1;13
600005569;283;2024/25;16;45;1;9
691008841;265;2024/25;30;40;1;12
691012890;74;2024/25;0;18;1;7
600057593;489;2024/25;72;62;1;29
600057607;310;2024/25;50;94;1;21
650024842;276;2024/25;18;36;1;18
600171183;289;2024/25;80;35;1;31
600094057;409;2024/25;72;96;1;28
650025121;160;2024/25;22;21;1;14
651024617;524;2024/25;20;42;1;37
600053211;64;2024/25;0;22;1;4
650029526;114;2024/25;5;45;1;8
651036062;413;2024/25;5;20;0;20
650075277;235;2024/25;0;28;1;7
600080234;35;2024/25;7;13;1;3
600080315;305;2024/25;40;128;1;22
650068955;411;2024/25;34;70;1;39
650023919;480;2024/25;45;20;0;36
691004706;169;2024/25;0;56;1;14
691003840;71;2024/25;2;29;1;5
691002207;267;2024/25;0;35;1;15
691014515;16;2024/25;0;0;0;1
650059964;151;2024/25;16;23;1;13
600099482;42;2024/25;0;0;1;2
691001529;290;2024/25;2;71;1;25
600070069;78;2024/25;0;12;1;3
691001022;33;2024/25;0;0;0;2
691011311;16;2024/25;0;0;0;1
600135861;627;2024/25;108;140;1;38
600136302;558;2024/25;42;106;1;37
600136264;69;2024/25;6;52;1;9
600136311;359;2024/25;53;95;1;32
600136329;649;2024/25;63;81;1;50
600136337;273;2024/25;29;22;1;19
600136345;74;2024/25;17;54;1;15
600095878;28;2024/25;0;2;1;1
650042565;209;2024/25;43;22;1;16
650026217;692;2024/25;75;24;1;30
674000412;214;2024/25;1;9;1;10
691015643;16;2024/25;0;0;0;1
600108252;428;2024/25;25;53;1;25
600005810;353;2024/25;52;20;1;22
600037231;1056;2024/25;104;94;1;62
600109992;23;2024/25;0;0;1;1
691010854;36;2024/25;0;0;1;2
600039854;548;2024/25;26;67;1;35
600099954;38;2024/25;1;5;1;2
651002834;77;2024/25;3;0;1;3
691007152;28;2024/25;0;0;1;1
691011745;72;2024/25;0;30;1;5
691009155;38;2024/25;4;6;1;5
600110478;77;2024/25;7;17;1;5
691009066;82;2024/25;0;24;1;8
600110869;41;2024/25;8;12;1;3
691003653;30;2024/25;0;0;1;2
600110851;87;2024/25;23;20;1;5
600110842;76;2024/25;0;30;1;4
691009040;108;2024/25;0;48;1;12
600019900;375;2024/25;24;33;1;19
600110770;507;2024/25;35;48;1;32
600053172;754;2024/25;31;35;1;48
600135969;301;2024/25;46;76;1;24
600130614;61;2024/25;10;38;1;9
600136299;262;2024/25;36;23;1;22
600136523;646;2024/25;48;119;1;39
600006425;189;2024/25;50;14;1;13
691014671;68;2024/25;3;18;1;4
600150437;38;2024/25;0;0;1;2
600070522;654;2024/25;84;70;1;44
600060438;165;2024/25;12;17;1;11
600078370;43;2024/25;15;43;1;5
600010155;460;2024/25;60;15;1;43
600036553;147;2024/25;0;0;1;6
600140342;102;2024/25;0;26;1;6
691012024;68;2024/25;0;16;1;6
600112519;261;2024/25;26;22;1;30
600117758;16;2024/25;0;0;1;1
600108171;244;2024/25;18;41;1;17
600134121;190;2024/25;0;34;1;11
600124142;65;2024/25;0;30;1;7
600148327;269;2024/25;56;54;1;21
600042120;227;2024/25;24;49;1;13
600014827;219;2024/25;88;1;1;17
691011451;102;2024/25;0;51;1;11
600019586;115;2024/25;0;20;1;6
600133788;417;2024/25;62;125;1;28
691011095;18;2024/25;0;0;1;1
600017508;607;2024/25;19;56;1;34
691010978;22;2024/25;0;0;0;1
600109658;21;2024/25;0;2;1;1
600136515;131;2024/25;18;23;1;12
600150411;14;2024/25;0;1;1;1
600008266;197;2024/25;13;17;1;19
600037134;660;2024/25;54;133;1;51
600004911;515;2024/25;36;52;1;22
600127320;49;2024/25;15;25;1;5
600135845;229;2024/25;0;9;0;12
600005895;265;2024/25;65;120;1;16
600069265;36;2024/25;2;8;1;2
600106179;574;2024/25;63;57;1;39
600019578;885;2024/25;49;142;1;35
600019837;317;2024/25;17;56;1;17
600133982;177;2024/25;17;43;1;14
600150569;78;2024/25;12;38;1;10
691010528;16;2024/25;0;0;0;1
650012771;132;2024/25;16;11;1;13
600071511;363;2024/25;49;40;1;26
600060624;471;2024/25;67;42;1;27
600079805;44;2024/25;9;1;1;3
600016323;849;2024/25;346;54;1;69
600079945;219;2024/25;29;115;1;15
691000352;40;2024/25;0;0;1;2
691004871;75;2024/25;0;8;1;7
600117171;329;2024/25;40;33;1;21
600131866;173;2024/25;31;71;1;17
600084914;628;2024/25;50;50;1;37
600084701;465;2024/25;45;94;1;33
600084698;241;2024/25;28;100;1;23
600007448;484;2024/25;111;77;1;20
600138674;95;2024/25;42;30;1;10
610451235;25;2024/25;0;0;1;1
600112616;87;2024/25;17;20;1;6
674000218;582;2024/25;4;17;1;27
600111032;319;2024/25;22;83;1;20
610550659;111;2024/25;12;15;1;29
600086771;421;2024/25;40;48;1;28
600072703;50;2024/25;0;0;1;3
